,A1,A2,A3,B1,B2,B3,C1,C2,C3
id2015,3.97,2.99,4.48,6.3,5.3,6.64,6.41,4.67,5.04
id2016,0.07,0.07,0.02,0.15,0.13,0.14,0.43,0.26,0.31
id2017,0,0,0.02,0.02,0.02,0,0.02,0.02,0.04
id2018,0,0,0,0.03,0,0,0.02,0,0
id2019,28.34,41.4,33.64,33.57,29.36,39.27,29.09,21.1,26.28
id2020,14.09,13.74,12.63,39.66,38.91,36.05,42.26,48.13,49.4
id2021,0.66,1.35,0.69,1.49,1.5,2.25,1.32,1.68,1.75
id2022,3.35,19.58,1.48,2.69,6.12,3.42,10.66,12.59,14.83
id2023,0.37,0.52,0.66,0.03,0.23,0.27,0.19,0.25,0.16
id2024,0.15,0.1,0.14,0,0,0,0,0.03,0.04
id2025,0.1,0.2,0.12,0.14,0.3,0.26,0.32,0.41,0.53
id2026,70.2,71.11,73.73,94.32,92.01,91.34,80.81,89.01,84.82
id2027,0.1,0,0,0.04,0.11,0.28,0.06,0.1,0
id2028,0,0,0,0.13,0,0,0,0,0
id2029,4.17,3.46,5.33,5.97,5.4,5.35,7.41,5.44,6.47
id2030,0.21,0.23,0.41,0.37,0.24,0.4,0.64,0.6,0.94
id2031,13.24,12.06,13.64,2.06,2.31,1.75,4.95,4.07,3.69
id2032,1.14,0.48,1.51,0.49,0.23,0.13,0.86,0.8,1.16
id2033,1.71,1.08,1.82,0.93,0.52,2.03,1.11,2.16,1.46
id2034,0.4,0.47,0.49,0.19,0.49,0.48,0.97,0.87,1.46
id2035,0.08,0.06,0.03,0.01,0.01,0.01,0,0.03,0.04
id2036,102.89,103.81,113.47,31.35,34.22,34.56,53.8,43.01,51.77
id2037,10.37,7.51,12.57,26.93,28.53,28.33,23.66,27.45,28.48
id2038,0.78,0.68,0.49,0.44,0.31,0.15,0.84,1.16,1.2
id2039,8.42,3.08,4.47,0.21,0.22,0.69,0.65,0.61,0.8
id2040,0,0,0,0,0,0.02,0,0,0
id2041,1.26,1.18,1.79,0.86,0.82,1.09,1.18,2.63,1.77
id2042,0.15,0.07,0.3,0,0.02,0,0.12,0.05,0.04
id2043,0,0,0,0,0.05,0,0.48,0.4,0.51
id2044,30.1,27.9,27.68,29.5,28.47,29.81,30.13,32.44,29.73
id2045,50.77,27.06,43.01,26.05,31.82,24.84,57.3,67.26,75.33
id2046,11.09,9.99,11.88,8.29,7.06,9.2,9.71,12.02,10.19
id2047,0.16,0.15,0.08,0.44,1.25,1.34,1.05,0.56,1.56
id2048,2.44,2.76,2.11,6.61,7.39,6.07,6.14,6.63,6.62
id2049,2.61,3.83,3.74,1.86,1.6,2.64,4.04,2.87,2.76
id2050,0,0,0,0,0,0,0,0.13,0
id2051,41.6,43.34,41.87,72.98,73.46,66.52,71.99,73.15,70.31
id2052,25.35,25.59,28.07,24.69,22.61,26.48,27.31,28.72,24.31
id2053,12.11,10.22,14.03,9.06,9.1,7.21,8.87,6.84,6.53
id2054,0,0,0,0,0,0.04,0.04,0,0.13
id2055,0.04,0.09,0.07,0.14,0.29,0.33,0.13,0.08,0.21
id2056,0,0,0,0,0.03,0,0,0,0
id2057,0.07,0.22,0,0.18,0,0.31,0.08,0,0.33
id2058,0.47,0.13,0.14,0.33,0.32,0.2,0.82,0.57,0.7
id2059,0,0,0,0,0.03,0,0,0,0
id2060,1.36,1.37,1.44,0.17,0.45,0.3,0.45,0,0
id2061,0.1,0.11,0.28,0,0.06,0.08,0.14,0.03,0.09
id2062,0,0,0.5,0.08,0,0,0.5,0,0.32
id2063,0.06,0,0,0.01,0.02,0,0,0,0
id2064,0,0,0,0,0,0,0.05,0,0.11
id2065,4.84,3.54,3.41,1.17,0.63,1.28,0.94,2.31,1.74
id2066,0.13,0.1,0.2,0.04,0.05,0.1,0.05,0,0.27
id2067,0.07,0.86,0.33,4.48,2.22,3.13,3.82,0.84,2.69
id2068,0,0,0,0,0,0,0.11,0,0
id2069,0.78,0.39,0.76,0,0,0.49,0,0,0
id2070,0.48,0.27,0.56,0.43,0.28,1.22,1.24,0.77,0.15
id2071,0,0,0,0,0,0,0,0.02,0.11
id2072,27.89,27.53,28.11,37.76,36.71,41.79,41.92,42.43,41.55
id2073,0.33,0.37,0.25,0,0.06,0.25,0.06,0.12,0.07
id2074,0.31,0.26,0.39,0.09,0.07,0.02,0.36,0.42,0.34
id2075,1.24,1.25,1.48,0.19,0.35,0.14,0.14,0.07,0.15
id2076,0.04,0,0,0.1,0,0.04,0.04,0,0.09
id2077,0,0,0,0.02,0,0,0.11,0.03,0.06
id2078,3.15,3.38,3.14,0.37,0.44,0.14,0.91,0.45,1.07
id2079,0.48,0.48,0.06,0.05,0,0,0,0.06,0
id2080,1.39,1.79,1.47,1.19,1.14,0.93,2.44,2.25,1.67
id2081,0.22,0.1,0.2,0,0.05,0,0,0.05,0
id2082,0.87,0.35,0.72,0.28,0.07,0,0.57,0.2,0.31
id2083,0,0,0.2,0,0,0.53,0,0.19,0.14
id2084,3.24,2.04,3.77,2.08,1.06,2.36,3.45,1.97,3.16
id2085,0,0.06,0.33,0.41,0.4,0.26,0,0.55,0.42
id2086,0,0.04,0,0,0.04,0,0.02,0,0.02
id2087,0,0,0,0,0,0.06,0,0,0
id2088,0.18,0.3,0.1,0.16,0.41,0.2,0.46,0.48,0.54
id2089,2.84,5.09,6.76,2.98,2.66,2.46,1.92,2.8,1.9
id2090,0.3,0.27,0.42,0.43,0.49,1.09,0.76,0.9,0.29
id2091,0.11,0,0.2,0.25,0.13,0.32,0.2,0.43,0
id2092,0.17,1.09,0.2,0.1,0.07,0,0.27,0.06,0
id2093,189.17,199.1,193.28,99.77,94.29,96.38,80,73.8,79.75
id2094,7.3,7.7,8.25,6.46,7.11,5.49,10.27,9.19,8.85
id2095,0,0,0.38,0,0.05,0,0.05,0.13,0
id2096,0.12,0.2,0.14,0,0,0.07,0,0,0
id2097,0,0,0,0,0,0,0,0.06,0.13
id2098,14.46,11.91,14.63,6.33,4.82,5.66,8.96,7.95,8.12
id2099,0.4,1.07,0.75,1.08,0.84,1,1.57,1.99,0.79
id2100,0.1,0,0,0.13,0.07,0.09,0.17,0.29,0.46
id2101,32.65,39.43,43.96,29.68,25.03,22.51,32.02,36.87,33.67
id2102,0.42,0.64,0.18,0.89,0.37,0.89,0.6,1.19,0.51
id2103,0.16,0.32,0.15,0.87,0.77,0.48,1.19,1.99,1.13
id2104,0.19,0.04,0.07,0.06,0.18,0.11,0.07,0,0.08
id2105,0.22,0.35,0.4,0.2,0.15,0.18,0.07,0.07,0.66
id2106,0,0,0,0,0,0,0,0.03,0
id2107,0.02,0.07,0.05,0,0,0,0,0.02,0.05
id2108,0,0,0.08,0.13,0,0.17,0.25,0.31,0.63
id2109,0.05,0,0,0,0.05,0.03,0.08,0.08,0
id2110,0.02,0,0.03,0,0,0,0,0,0
id2111,6.36,6.08,3.89,9.32,6.72,6.97,7.34,7.44,7.15
id2112,6.8,4.7,6.58,10.66,9.91,10.06,8.32,10.57,14.38
id2113,0.06,0,0.03,0,0,0,0.03,0,0
id2114,2.06,2.16,2.04,0.36,0.22,0.39,0.5,0.3,0.73
id2115,35.41,35.72,35.9,26.59,23.41,28.08,29.52,31.49,29.68
id2116,0.22,0.12,0.48,0.2,0.22,0.53,0.25,0.59,0.64
id2117,7.11,6.02,6.45,4.31,3.04,3.91,5.59,5.56,5.07
id2118,0.31,0,0.12,0.23,0.12,0.36,0.3,0.06,0.19
id2119,0.5,0.56,1.27,0.53,0.68,0.19,1.4,1.09,0.67
id2120,0,0,0,0,0,0.02,0.04,0,0.12
id2121,0.25,0.16,0.34,0.79,0.86,1.17,0.51,1.38,1.03
id2122,2.27,2.8,2.24,4.77,3.96,4.15,6.5,6.03,4.6
id2123,1.25,0.99,0.93,60.91,66.2,54.09,33.71,34.88,35.02
id2124,1.5,1.05,1.86,0.44,0.08,0.11,0.41,0.07,0.4
id2125,0,0.12,0,0,0,0,0,0,0
id2126,0,0,0,0,0,0,0.14,0,0
id2127,0,0,0,0,0,0,0,0.03,0
id2128,0,0.25,0,0.27,0.53,0.17,0.26,0.08,0.09
id2129,0.49,0.33,0.62,0.7,0.52,0.61,0.54,0.56,0.49
id2130,7.12,7.3,6.96,8.1,7.91,7.89,8.39,9.02,8.08
id2131,1.19,1.27,1.44,0.84,0.63,0.95,0.51,0.64,0.55
id2132,0.02,0,0.03,0,0.05,0.08,0.21,0.15,0.03
id2133,7.02,5.63,8.07,4.15,4.6,4.64,5.61,4.26,4.45
id2134,33.38,33.66,35.43,27.84,24.96,26.68,33.71,26.36,29.83
id2135,2.83,2.52,2.65,2.37,2.03,2.68,2.6,2.37,2.75
id2136,31.81,32.21,46.26,13.69,8.22,11.02,17.58,15.8,13.3
id2137,1.32,1.22,1.1,0.65,0.74,1.05,0.56,0.43,0.81
id2138,0.09,0.13,0.13,0.65,0.54,0.43,0.5,0.62,0.32
id2139,3.48,1.92,3.1,2.57,2.1,1.35,4.07,3.58,3.07
id2140,114.69,121.6,123.72,69.24,67.67,67.72,54.11,52.31,51.08
id2141,0.17,0.15,0.25,0.12,0.3,0.2,0.35,0.28,0.21
id2142,2.75,3,3.44,1.96,1.38,1.14,2.67,2.38,2.44
id2143,3.28,3.62,4.39,3.33,3.26,3.13,6.15,5.66,5.59
id2144,5.47,3.86,4.53,8.25,9.9,11.88,13.63,9.71,10.88
id2145,3.56,2.95,3.29,9.22,6.16,9.12,11.36,10.72,9.18
id2146,31.46,30.77,32.15,65.33,63.52,70.19,79,70.03,74.67
id2147,3.7,3.95,3.85,4.97,3.47,5.31,8.64,6.78,3.86
id2148,39.23,40.02,39.27,55.61,60.5,57.57,68.45,67.25,66.21
id2149,0.09,0.05,0.17,0,0,0,0.05,0,0
id2150,0,0,0,0,0,0,0,0.07,0.17
id2151,0,0.01,0.04,0.01,0,0.04,0.03,0.01,0.66
id2152,0.36,0.38,0.8,0.34,1.66,0.92,0.36,0.96,0.97
id2153,0.1,0,0.13,0.09,0.04,0.11,0.11,0.1,0.12
id2154,5.79,4.75,4.31,4.89,4.31,6.13,3.71,5.29,4.25
id2155,20.35,19.55,20.8,10.89,11.21,12.06,13.19,10.96,10.26
id2156,0.06,0.04,0,0,0,0.04,0.04,0,0
id2157,20.76,12.46,18.03,20.99,19.06,22.14,17.53,20.18,19.6
id2158,0.1,0.27,0.14,0.02,0.06,0.22,0,0.03,0.06
id2159,0.14,0.03,0.06,0.13,0.08,0.03,0.33,0.18,0.21
id2160,0,0,0,0,0,0,0,0.02,0
id2161,0,0,0.08,0,0,0,0.08,0.16,0.09
id2162,0.31,0.18,0.26,0.11,0.21,0.1,0.17,0.08,0.05
id2163,6.96,7.57,9.06,6.36,6.65,7.28,10.2,7.11,7.36
id2164,0,0.04,0,0,0,0,0,0,0
id2165,0,0,0,0,0,0,0.02,0,0
id2166,0,0.04,0,0.09,0.12,0.16,0.16,0.08,0.39
id2167,0,0,0,0,0,0.08,0,0.07,0.08
id2168,0.07,0.07,0.05,0.01,0.02,0.03,0.14,0.03,0
id2169,22.29,10.84,9.18,8.6,9.18,9.45,6.48,18.17,9.48
id2170,1,0.34,0.36,0.14,0.8,0,0.18,0.33,0.38
id2171,5.67,4.56,4.88,6.74,6,5.43,6.03,5.82,6.21
id2172,3.64,3.68,2.72,4.89,6.2,4.1,6.46,4.41,5.28
id2173,0.1,0,0.12,0.09,0.03,0,0,0.06,0
id2174,8.43,7.4,10.73,10.08,9.15,6.88,9.06,11.04,11.87
id2175,4.14,4.14,3.32,7.11,5.63,7.76,4.78,7.17,7.53
id2176,2.19,1.82,2.06,4.82,4.04,6.76,6.54,6.88,5.65
id2177,14.2,19.78,22.07,10.39,7.85,9.56,12.7,12.45,14.83
id2178,0.68,0.35,0.36,0.14,0,0.14,0.54,0.2,0.38
id2179,0,0,0,0.16,0.12,0.04,0.56,1.09,0.9
id2180,0.92,1.02,1.87,2.46,1.6,0.52,1.85,0.99,1.41
id2181,2.84,2.6,2.89,0.88,0.85,2.32,5.72,5.58,4.56
id2182,0,0,0,0,0,0,0.28,0.13,0
id2183,0,0,0,0.21,0,0,0.09,0,0
id2184,0.43,0.42,0.22,0.14,0.19,0.18,0.89,1.04,0.99
id2185,0,0.34,0,0.02,0,0,0,0,0
id2186,0.47,0.44,0.54,0.2,0.04,0.24,0.54,0.34,0.36
id2187,1.01,0,0.19,0.07,0.09,0.18,0.84,1.31,1.09
id2188,4.57,5.15,7.07,3.48,3.73,2.87,8.24,7.13,5.73
id2189,0.91,0.51,0.75,0.14,0.08,0.29,0.37,0.03,0.2
id2190,12.74,7.7,10.44,8.09,7.98,6.03,11.2,11.02,14.08
id2191,0.49,0.47,0.49,0.48,0.34,0.5,0.83,0.91,0.68
id2192,0.02,0.02,0.04,0.13,0.09,0.16,0.02,0.05,0.16
id2193,198.87,258.66,177.06,114.46,98.5,94.29,68.03,61.47,58.72
id2194,35.9,31.6,36.5,16.87,22.91,17.55,24.32,29.14,34.4
id2195,8.07,10.14,13.41,0.65,1.43,0.77,0.78,0.46,0.78
id2196,1.69,1.52,1.1,0.48,0.19,0.22,1.03,0.37,0.56
id2197,0.08,0.09,0.37,0.22,0,0.27,0,0.09,0
id2198,0,0,0,0,0,0,0.1,0,0.05
id2199,183.95,187.54,201.98,110.47,96.55,109.42,166.09,142.85,153.32
id2200,0,0,0.07,0,0,0,0,0,0
id2201,0,0,0,0,0.19,0,0,0,0
id2202,23.86,25.17,25.64,4.64,4.37,4.48,4.6,4.8,5.41
id2203,50.2,44.07,48.45,24.19,24.95,27.58,35.2,29.25,30.1
id2204,2.29,2.88,3.35,30.66,27.79,30.2,27.8,27.89,27.79
id2205,0,0,0,0.54,0.91,1.28,0.2,0.93,0.11
id2206,0.1,0.03,0.02,0.01,0,0,0.01,0,0
id2207,0.41,0.45,0.38,0,0.66,0.37,1.22,0.7,6.69
id2208,0,0,0.03,0,0,0,0.03,0,0
id2209,0.03,0.18,0.04,0.11,0.26,0.11,0.11,0.17,0.12
id2210,8.21,6.81,4.82,3.92,5.1,2.95,3.42,2.46,3.79
id2211,0.27,0.67,1.01,0.12,0.16,0.08,0.08,0,0.25
id2212,20.38,22.51,20.68,9.3,7.93,10.86,11.07,7.78,10.69
id2213,22.18,18.23,21.01,44.92,46.03,39.97,29.66,29.55,27.34
id2214,2.82,4.13,3.98,1.25,0.59,0.58,1.24,1.71,2.8
id2215,0.48,0.5,0.85,0.13,0.11,0.02,0.4,0.35,0.34
id2216,2.7,2.85,2.93,1.46,1.37,1.36,1.02,0.5,0.67
id2217,0.1,0.53,0.28,0.03,0.2,0.04,0.04,0.11,0.04
id2218,0.21,0.35,0.49,0.14,0,0.09,0.06,0.2,0.19
id2219,0,0,0,0.12,0.15,0,0.3,0.42,0
id2220,0.15,1.44,1.4,0.13,0.35,0,0.38,0.03,0.37
id2221,0.34,0.57,0.35,5.17,0.2,5.54,1.18,0.18,0.32
id2222,0.29,0.26,0.18,0.11,0.14,0.08,0.08,0.09,0.07
id2223,72.09,71.05,56.63,53.27,76.04,56.41,44.65,33.78,51.4
id2224,13.86,14.85,11.06,3.81,3.43,5.21,3.9,2.59,3.62
id2225,0.04,0.04,0.12,0.25,0.28,0.2,0.58,0.3,0.02
id2226,0,0.06,0,0,0,0.02,0.09,0.06,0.09
id2227,54.79,53.09,61.32,53.55,49.65,44.48,61.19,57.48,56.65
id2228,0.04,0.04,0.04,0.07,0,0.04,0,0,0
id2229,7.83,9.95,7.01,11.42,12.67,14.64,22.07,21.34,21.3
id2230,24.52,22.62,26.73,49.89,45.91,46.87,43.57,42.13,42.24
id2231,0.06,0,0.07,0.14,0.04,0,0,0.03,0
id2232,0.07,0.12,0.33,0.19,0.13,0.9,0,0.23,0.04
id2233,0,0.06,0,0,0.05,0,0,0.09,0
id2234,0,0,0,0.09,0,0,0.06,0,0
id2235,3.09,2.8,3.72,1.28,0.84,0.86,2.53,2.13,2.2
id2236,0.77,0.51,0.29,0.06,0.12,0.12,0.57,0.64,0.95
id2237,0.1,0.03,0,0.05,0.09,0.06,0.24,0.03,0.1
id2238,0.08,0.13,0.1,0.33,0.2,0.22,0.06,0.3,0.31
id2239,0,0,0,0,0,0.1,0,0,0
id2240,0.04,0,0,0,0,0,0,0,0
id2241,0.07,0,0.05,0.08,0.08,0,0.26,0.12,0.17
id2242,0,0,0,0,0.11,0,0,0.07,0.31
id2243,0,0,0.22,0.59,0.33,0.38,1.03,1.78,1.62
id2244,0,0.05,0,0,0,0,0.05,0.05,0
id2245,0,0,0,0,0,0,0,0.12,0
id2246,4.02,3.63,3.74,5.99,6.09,6.67,6.97,7.23,6.92
id2247,2.54,1.9,2.24,4.39,4.25,4.07,4.8,4.27,5.22
id2248,0.48,1.57,0.56,0.59,0.46,0.05,0.41,0.1,0.38
id2249,0,0.16,0.08,0.13,0.5,0.57,0.25,0.23,0.26
id2250,4.08,3.96,5.69,2.29,2.71,3.52,3.13,1.56,3.7
id2251,6.77,6.09,6.62,5.12,8.9,4.94,7.98,8.16,14.18
id2252,7.44,6.28,10.38,5.3,3.55,2.8,4.06,3.67,4.97
id2253,0.08,0.09,0.11,0.03,0,0.06,0.04,0.14,0.08
id2254,0.37,0.34,0.24,0.64,0.75,0.42,0.2,0.04,0.37
id2255,2.01,2,1.47,6.5,4.86,5.96,6.18,7.61,4.58
id2256,22.39,23.73,23.3,3.84,3.24,3.99,7.52,6.07,6.64
id2257,0.25,0.87,0.62,5.89,1.09,0.93,2.12,0.97,0.95
id2258,1.03,4.7,1.69,3.37,2.79,1.97,3,2.14,2.34
id2259,0.24,0.35,0.36,0.15,0.28,0.24,0.16,0.48,0.55
id2260,0.21,0.48,0.25,0.26,0.33,0.28,0.87,0.31,0.66
id2261,0,0,0,0.04,0,0,0,0.05,0
id2262,2.8,4.07,3.72,4.26,4.79,5.64,2.41,2.6,1.76
id2263,34.54,37.45,40.3,69.23,77.42,68.72,65.8,54.67,60.38
id2264,48.99,51.41,54.36,11.69,9.4,10.17,7.67,6.36,6.56
id2265,1.58,2.69,1.36,0.86,0.53,0.43,1.2,0.72,0.66
id2266,12.32,15.73,8.91,13.54,14.81,13.15,16.13,13.12,28.58
id2267,0.2,0.17,0.06,0.14,0,0.06,0.41,0.05,0.25
id2268,0.83,0.32,0.3,0.72,0.33,0.48,1.31,1.63,1.28
id2269,4.46,4.53,5.46,1.14,1.23,1.39,1.17,1.58,1.02
id2270,104.56,98.14,103.69,52.13,65.3,52.26,35.91,38.19,30.52
id2271,0.13,0.17,0.7,0.05,0.04,0.09,0.09,0.48,0.31
id2272,0.12,0.06,0.43,0.17,0.24,0.31,0.27,0.22,0.27
id2273,0,0,0,0.05,0.13,0.06,0,0,0
id2274,0,0,0,0,0.34,0,0.17,0,0.54
id2275,10.07,12.49,9.42,11.57,12.99,10.33,11.58,10.31,10.89
id2276,1.71,1.27,0.46,1.43,0.73,1.36,2.5,1.53,2.31
id2277,1.15,0.68,1.07,0.21,0.54,0.09,0.8,0.41,0.19
id2278,1.35,0.77,0.9,0.1,0.18,0,0.58,0.58,0.19
id2279,0.27,1.68,0.8,0.37,0.95,0,0.95,1.18,1.18
id2280,3.46,3.61,3.22,4.12,3.59,3.87,4.86,3.5,3.57
id2281,8.97,11.79,9.4,6.48,7.69,6.56,8.43,8.35,7.25
id2282,1.31,1.19,1.23,0.56,0.53,0.58,0.86,0.67,0.56
id2283,0,0.09,0,0,0,0.09,0,0,0
id2284,24.78,20.45,24.21,16.14,13.49,16.33,28.72,31.89,28.21
id2285,0,0.22,0.17,0.09,0.17,0.11,0.17,0.27,0.25
id2286,60.17,62.4,58.97,100.06,86.04,97.39,82.56,45.27,74.8
id2287,0.03,0,0.09,0,0.06,0,0,0.03,0.06
id2288,0,0.22,0,0,0,0,0,0.07,0
id2289,0,0.07,0.27,0.42,1.29,0.33,0.2,0.5,0.22
id2290,0.08,0.17,0,0,0.09,0.17,0.26,0.41,0.37
id2291,8.29,6.72,6.73,17.35,30.07,20.27,31.64,47.78,61.2
id2292,0,0.02,0.09,0,0.32,0.29,0.16,0.13,0.58
id2293,0.25,0.28,0.25,0.16,4.48,0.2,0.12,0.54,0.31
id2294,1.56,3.3,1.63,0.84,0.36,0.27,0.36,1.34,1.34
id2295,0,0.06,0.03,0.84,0.46,0.33,0.84,1.13,1.22
id2296,0,0.05,0,0,0,0,0,0,0
id2297,0.19,0,0.17,0.13,0.09,0,0,0,0.09
id2298,30.91,14.51,28.16,35.93,23.67,41.46,18.65,12.17,16.38
id2299,1.23,1.15,0.8,0.43,0.32,0.78,0.87,0.44,0.76
id2300,1.06,0.84,0.46,0.45,0.13,0.38,0.84,0.51,0.51
id2301,2.29,1.86,1.68,0,0,0,0.47,0.63,0.5
id2302,0.05,0.14,0.18,0.27,0.29,0.69,0.26,0.33,0.46
id2303,0.05,0.48,0.13,0.24,0.31,0.31,0.74,0.29,0.33
id2304,1.44,0.89,2.62,1.62,1.54,1.73,1.37,1.85,1.87
id2305,0.37,0.33,0.43,0.17,0.14,0.28,0.93,1.19,1.29
id2306,0,0,0,0.06,0,0.15,0.15,0,0
id2307,21.82,24.33,20.39,31.72,31.66,33.92,28.8,22.94,23.7
id2308,1.37,1.12,1.59,1.22,0.59,1.15,2.41,2.1,2.04
id2309,75.51,71.68,72.72,69.9,79.82,83.27,64.01,62.87,54.54
id2310,13.33,13.56,14.42,19.92,21.15,19.72,22.99,22.01,20.4
id2311,0.36,0.24,0.71,0,0,0,0,0,0.13
id2312,0.03,0.11,0.27,0.42,0.23,1.22,0.39,0.25,0.53
id2313,15.21,14.4,14.42,3.11,3.03,2.42,7.08,5.41,7.09
id2314,16.01,13.54,17.75,9.32,9.67,9.04,12.54,12.34,13.79
id2315,3.57,2.02,1.77,46.85,46.24,47.61,15.41,14.91,21.87
id2316,0.47,0.3,0.5,1.11,1.66,1.25,0.44,1.36,0.6
id2317,86.69,61.52,77.62,191,207.62,159.39,166.25,197.19,188.06
id2318,1.1,0.81,1.37,1.81,1.19,0.97,1.41,1.4,1.29
id2319,0.03,0.03,0,0.13,0.07,0,0.13,0.12,0.11
id2320,28.14,30.03,26.73,27.69,24.61,27.96,37.41,32.84,31.88
id2321,0,0,0,0,0,0,0.29,0,0
id2322,1.12,0.53,0.95,0.81,1.05,0.59,1.24,1.12,1.96
id2323,0.72,0.8,0.75,0.22,0.14,0.42,0.6,0.43,0.45
id2324,0.08,0.09,0.24,0.49,0.49,0.29,1.74,0.54,0.93
id2325,13.05,10.36,11.19,0.93,1.46,0.47,0.84,0.23,0.77
id2326,5.15,5.56,5.78,6.91,6.99,6.72,8.31,9,7.86
id2327,3.48,4.23,3.89,7.72,6.57,8.39,6.84,7,4.58
id2328,0.09,0.01,0.23,0.08,0.16,0.1,0.27,0.29,0.43
id2329,0,0,0.03,0,0,0,0,0,0
id2330,0.78,0.76,1.09,0.68,0.88,0.92,1.41,1.83,2.72
id2331,12.15,11.29,12.58,21.99,25.41,22.17,20.72,21.97,20.11
id2332,9.27,5.42,4.66,6.36,6.59,4.75,7.34,5.22,2.77
id2333,0,1.17,0.24,0.28,0.12,0.83,0.12,0.56,0.39
id2334,17.34,33.78,24.32,9.77,9.48,14.73,4.32,6,6.71
id2335,2.79,3.21,3.81,0.61,0.46,0.77,0.23,0.3,0.39
id2336,19.94,23.33,19.64,4.51,5.17,7.1,4.78,4.95,5.55
id2337,8.81,10.12,8.07,1.06,1.17,1.05,1.42,0.66,0.59
id2338,0.04,0.08,0.06,0.12,0.11,0.1,0.13,0.12,0.11
id2339,0.07,0.02,0,0,0,0.04,0.04,0.02,0
id2340,0.18,0.05,0.26,0.32,0.16,0.15,0.15,0.86,0.49
id2341,9.64,7.42,6.87,8.43,8.88,6.91,8.76,7.41,10.51
id2342,0,0,0,0,0,0.11,0,0,0.04
id2343,0.03,0,0.03,0,0,0,0,0.03,0
id2344,0,0.02,0,0.02,0.02,0,0.02,0,0
id2345,0.15,0.08,0.13,0.2,1.19,0.3,0,0.16,0.65
id2346,3.92,2.68,2.6,0.72,1.23,1.01,1.9,1.32,2.54
id2347,1,4.45,2.84,2.28,2.19,2.77,2.69,4.3,5.31
id2348,27.99,31.97,26.46,23.47,23.53,23.72,18.05,18.02,16.63
id2349,0,0,0,0,0,0,0.1,0.02,0.04
id2350,0,0,0,0,0,0,0.03,0,0
id2351,0,0,0,0.08,0,0,0.03,0.06,0.11
id2352,0,0.03,0,0,0,0,0,0,0
id2353,0.31,0.86,0.27,0.28,0.18,0.18,0.09,0.33,0.1
id2354,54.14,52.66,53.48,50.17,50.38,45.72,50.02,47.14,43.73
id2355,73.03,68.24,72.29,68.88,61.13,62.43,65.38,55.8,63.61
id2356,45.37,41.71,47.33,85.51,81.68,84.72,87.79,81.49,86.15
id2357,0.32,0.47,0.22,0.28,0.61,0.21,0.64,0.54,1
id2358,0.13,0.08,0.1,0.08,0.04,0.1,0.08,0.11,0.23
id2359,0.6,0.47,0.77,1.73,1.13,0.82,0.63,0.72,0.82
id2360,0.15,0.08,1.06,0.03,0.18,0.04,0.26,0.33,0.28
id2361,0.11,0.06,0.28,0.21,0.03,0.06,0.03,0,0
id2362,14.54,14.36,13.85,14.1,13.81,21.26,11.1,11.75,12.84
id2363,2.67,2.54,2.4,0.15,0.45,0.38,0.19,0.9,0.21
id2364,0,0.02,0,0,0,0,0,0,0
id2365,0.84,0.59,0.62,0.51,0.31,0.43,1.53,1.17,1.41
id2366,0.8,1.05,0.97,4.84,1.28,1.46,1.45,1.25,1.63
id2367,0.54,0,0,0.12,0.04,0,0.02,0.05,0.54
id2368,0,0,0,0,0,0,0.32,0.15,0.17
id2369,0,0,0,0.18,0.19,0,0.33,1.19,0.6
id2370,57.44,63.98,56.65,53.78,52.56,53.18,37.3,41.15,36.16
id2371,0.13,0.07,0.08,0.01,0.1,0.13,0.1,0.04,0.1
id2372,0.48,0.36,0.56,0.2,0.07,0.36,0.04,0.03,0
id2373,0,0.14,0.15,0.06,0.07,0.07,0,0.07,0
id2374,0.04,0,0.05,0,0,0,0,0,0
id2375,0.13,0,0,0.15,0.1,0,0.05,0,0
id2376,0,0,0,0,0,0.05,0,0,0
id2377,0,0,0.06,0,0,0,0,0,0
id2378,0,0,0,0,0,0,0.07,0,0
id2379,0,0,0.07,0,0,0,0,0,0
id2380,0.07,0.04,0.08,0.12,0.23,0.23,0.29,0.22,0.21
id2381,4.56,3.96,3.8,3.37,4.53,5.8,5.31,5.32,6.42
id2382,0.26,0,0,0,0,0,0,0,0
id2383,2.12,1.95,1.52,1.75,2.13,2.15,2.77,2.04,2.1
id2384,0,0,0,0,0.21,0.61,0,0,0.66
id2385,0,0.31,0.33,1,0,0.11,0,0.4,0.11
id2386,0.88,1.56,1.26,6.13,20.06,8.79,5.11,6.17,8.8
id2387,67.61,63.63,76.22,32.86,31.44,28.98,33.12,29.93,31.22
id2388,0.2,0.3,0.08,0.3,0.08,0,0.47,0,0.25
id2389,0.56,0.38,0.39,3.68,7.16,4.75,7.42,7.18,11.22
id2390,0.2,0.05,0,0.31,0.06,0.06,0.11,0.11,0.48
id2391,0.18,0.21,0.26,0.23,0.23,0.17,0.3,0.24,0.29
id2392,71.11,62.52,65.92,59.55,57,62.54,69.82,69.62,67.06
id2393,0,0,0,0,0,0,0,0.16,0
id2394,1.14,1.53,1.45,0.27,0.31,0.21,0.27,0.51,0.18
id2395,2.19,0.77,1.87,14.84,18.54,13.73,21.02,25.47,26.94
id2396,8.17,11.6,3.15,8.42,3.6,12.32,4.46,10.99,3.54
id2397,55.11,51.05,59.63,28.73,37.46,34.98,47.21,48.12,51.41
id2398,0,0.07,0.08,0.06,0.08,0.29,0.07,0.1,0
